feature,car_count,car_mean,car_median,bus_count,bus_mean,bus_median,range_overlap_ratio
mean_speed_mps,100,3.849326496127289,3.885227853421787,100,3.964029514904474,4.00484271226327,0.9387453381121629
max_speed_mps,100,8.85094,8.9415,100,7.77825,7.741,0.9164739141608841
speed_std_mps,100,2.1311624349952347,2.1621498751063575,100,1.6773500014960256,1.6860533985738964,0.6994090857836838
stop_ratio,100,0.09621718817162199,0.0989516815666241,100,0.058684975721743665,0.05772463944255388,0.4682799025026792
mean_abs_acceleration_mps2,100,0.20711789223432875,0.20182489405291437,100,0.2519530594599011,0.2465570733265391,0.6818745986537336
distance_m,100,10817.329703681082,9986.3263460598,100,13441.45819009836,10218.455944274438,0.8530209588753109
displacement_m,100,6771.808736721918,7336.827542905159,100,7589.445073282955,6875.590698264121,0.633979193659734
straightness_ratio,100,0.646350954406347,0.6420725521229365,100,0.691819058785231,0.8441022039644354,0.8125459703247423
avg_sampling_interval_sec,100,5.111866095831923,5.086018343807534,100,5.120470457105919,5.094460061713126,0.7453602539341712
