mode,raw_precision,raw_recall,raw_f1,final_precision,final_recall,final_f1,support
walk,0.0,0.0,0.0,0.0,0.0,0.0,0
bike,0.0,0.0,0.0,0.0,0.0,0.0,0
car,0.4274711168164313,0.36958934517203107,0.3964285714285714,0.5207296849087893,0.34850166481687017,0.4175531914893617,901
bus,0.5751937984496124,0.2930489731437599,0.3882783882783883,0.3826086956521739,0.03475513428120063,0.06372194062273714,1266
rail,0.0,0.0,0.0,0.0,0.0,0.0,0
