mode,raw_precision,raw_recall,raw_f1,final_precision,final_recall,final_f1,support
walk,0.0,0.0,0.0,0.0,0.0,0.0,0
bike,0.0,0.0,0.0,0.0,0.0,0.0,0
car,0.4274711168164313,0.36958934517203107,0.3964285714285714,0.5264483627204031,0.23196448390677027,0.3220338983050847,901
bus,0.5751937984496124,0.2930489731437599,0.3882783882783883,0.47076023391812866,0.12717219589257503,0.20024875621890548,1266
rail,0.0,0.0,0.0,0.0,0.0,0.0,0
