station_id,station_name,normalized_station_name,line,external_code,source
4921,구래,구래,김포도시철도,691,seoul_openapi
4920,양촌,양촌,김포도시철도,690,seoul_openapi
4810,시흥능곡,시흥능곡,서해선,S23,seoul_openapi
104C,능곡,능곡,서해선,S12,seoul_openapi
105C,곡산,곡산,서해선,S10,seoul_openapi
1982,부천종합운동장,부천종합운동장,서해선,S15,seoul_openapi
1981,원종,원종,서해선,S14,seoul_openapi
106C,백마,백마,서해선,S09,seoul_openapi
107C,풍산,풍산,서해선,S08,seoul_openapi
108C,일산,일산,서해선,S07,seoul_openapi
4815,원시,원시,서해선,S28,seoul_openapi
4814,시우,시우,서해선,S27,seoul_openapi
4813,초지,초지,서해선,S26,seoul_openapi
4805,소새울,소새울,서해선,S17,seoul_openapi
4812,선부,선부,서해선,S25,seoul_openapi
4811,달미,달미,서해선,S24,seoul_openapi
103C,대곡,대곡,서해선,S11,seoul_openapi
4808,신현,신현,서해선,S20,seoul_openapi
4804,소사,소사,서해선,S16,seoul_openapi
4807,신천,신천,서해선,S19,seoul_openapi
1980,김포공항,김포공항,서해선,S13,seoul_openapi
4806,시흥대야,시흥대야,서해선,S18,seoul_openapi
4809,시흥시청,시흥시청,서해선,S22,seoul_openapi
1891,인천,인천,수인분당선,K272,seoul_openapi
1873,고색,고색,수인분당선,K246,seoul_openapi
1877,사리,사리,수인분당선,K250,seoul_openapi
1845,청량리,청량리,수인분당선,K209,seoul_openapi
1836,정왕,정왕,수인분당선,K257,seoul_openapi
1854,야탑,야탑,수인분당선,K226,seoul_openapi
1834,안산,안산,수인분당선,K255,seoul_openapi
1878,달월,달월,수인분당선,K259,seoul_openapi
1879,월곶,월곶,수인분당선,K260,seoul_openapi
1835,신길온천,신길온천,수인분당선,K256,seoul_openapi
1846,수원,수원,수인분당선,K245,seoul_openapi
1852,태평,태평,수인분당선,K224,seoul_openapi
1881,인천논현,인천논현,수인분당선,K262,seoul_openapi
1856,수내,수내,수인분당선,K229,seoul_openapi
1857,정자,정자,수인분당선,K230,seoul_openapi
1858,미금,미금,수인분당선,K231,seoul_openapi
1859,오리,오리,수인분당선,K232,seoul_openapi
1860,이매,이매,수인분당선,K227,seoul_openapi
1861,보정,보정,수인분당선,K234,seoul_openapi
1864,신갈,신갈,수인분당선,K236,seoul_openapi
1870,매탄권선,매탄권선,수인분당선,K242,seoul_openapi
1871,수원시청,수원시청,수인분당선,K243,seoul_openapi
1880,소래포구,소래포구,수인분당선,K261,seoul_openapi
1875,어천,어천,수인분당선,K248,seoul_openapi
1851,가천대,가천대,수인분당선,K223,seoul_openapi
1850,선정릉,선정릉,수인분당선,K214,seoul_openapi
1849,강남구청,강남구청,수인분당선,K213,seoul_openapi
1848,압구정로데오,압구정로데오,수인분당선,K212,seoul_openapi
1847,서울숲,서울숲,수인분당선,K211,seoul_openapi
1874,오목천,오목천,수인분당선,K247,seoul_openapi
1888,인하대,인하대,수인분당선,K269,seoul_openapi
1890,신포,신포,수인분당선,K271,seoul_openapi
1853,모란,모란,수인분당선,K225,seoul_openapi
1882,호구포,호구포,수인분당선,K263,seoul_openapi
1024,한티,한티,수인분당선,K216,seoul_openapi
1865,기흥,기흥,수인분당선,K237,seoul_openapi
1876,야목,야목,수인분당선,K249,seoul_openapi
1023,선릉,선릉,수인분당선,K215,seoul_openapi
1866,상갈,상갈,수인분당선,K238,seoul_openapi
1867,청명,청명,수인분당선,K239,seoul_openapi
1868,영통,영통,수인분당선,K240,seoul_openapi
1025,도곡,도곡,수인분당선,K217,seoul_openapi
1026,구룡,구룡,수인분당선,K218,seoul_openapi
1027,개포동,개포동,수인분당선,K219,seoul_openapi
1028,대모산입구,대모산입구,수인분당선,K220,seoul_openapi
102C,왕십리,왕십리,수인분당선,K210,seoul_openapi
1030,수서,수서,수인분당선,K221,seoul_openapi
1031,복정,복정,수인분당선,K222,seoul_openapi
1869,망포,망포,수인분당선,K241,seoul_openapi
1872,매교,매교,수인분당선,K244,seoul_openapi
1884,원인재,원인재,수인분당선,K265,seoul_openapi
1885,연수,연수,수인분당선,K266,seoul_openapi
1886,송도,송도,수인분당선,K267,seoul_openapi
1889,숭의,숭의,수인분당선,K270,seoul_openapi
1831,중앙,중앙,수인분당선,K252,seoul_openapi
1800,오이도,오이도,수인분당선,K258,seoul_openapi
1862,죽전,죽전,수인분당선,K233,seoul_openapi
1833,초지,초지,수인분당선,K254,seoul_openapi
1832,고잔,고잔,수인분당선,K253,seoul_openapi
1830,한대앞,한대앞,수인분당선,K251,seoul_openapi
1883,남동인더스파크,남동인더스파크,수인분당선,K264,seoul_openapi
1863,구성,구성,수인분당선,K235,seoul_openapi
1855,서현,서현,수인분당선,K228,seoul_openapi
4404,보라매,보라매,신림선,S404,seoul_openapi
4403,서울지방병무청,서울지방병무청,신림선,S403,seoul_openapi
4408,신림,신림,신림선,S408,seoul_openapi
4407,당곡,당곡,신림선,S407,seoul_openapi
4406,보라매병원,보라매병원,신림선,S406,seoul_openapi
4405,보라매공원,보라매공원,신림선,S405,seoul_openapi
4411,관악산,관악산,신림선,S411,seoul_openapi
4410,서울대벤처타운,서울대벤처타운,신림선,S410,seoul_openapi
4409,서원,서원,신림선,S409,seoul_openapi
4402,대방,대방,신림선,S402,seoul_openapi
4401,샛강,샛강,신림선,S401,seoul_openapi
4314,동천,동천,신분당선,D14,seoul_openapi
4308,양재,양재,신분당선,D8,seoul_openapi
4307,강남,강남,신분당선,D7,seoul_openapi
4304,신사,신사,신분당선,D4,seoul_openapi
4309,양재시민의숲,양재시민의숲,신분당선,D9,seoul_openapi
4311,판교,판교,신분당선,D11,seoul_openapi
4312,정자,정자,신분당선,D12,seoul_openapi
4305,논현,논현,신분당선,D5,seoul_openapi
4313,미금,미금,신분당선,D13,seoul_openapi
4315,수지구청,수지구청,신분당선,D15,seoul_openapi
4316,성복,성복,신분당선,D16,seoul_openapi
4317,상현,상현,신분당선,D17,seoul_openapi
4318,광교중앙,광교중앙,신분당선,D18,seoul_openapi
4306,신논현,신논현,신분당선,D6,seoul_openapi
4319,광교,광교,신분당선,D19,seoul_openapi
4310,청계산입구,청계산입구,신분당선,D10,seoul_openapi
4513,고진,고진,용인경전철,Y121,seoul_openapi
4501,기흥,기흥,용인경전철,Y110,seoul_openapi
4517,전대.에버랜드,전대.에버랜드,용인경전철,Y126,seoul_openapi
4508,삼가,삼가,용인경전철,Y116,seoul_openapi
4509,시청.용인대,시청.용인대,용인경전철,Y117,seoul_openapi
4505,동백,동백,용인경전철,Y114,seoul_openapi
4503,지석,지석,용인경전철,Y112,seoul_openapi
4514,보평,보평,용인경전철,Y123,seoul_openapi
4515,둔전,둔전,용인경전철,Y125,seoul_openapi
4506,초당,초당,용인경전철,Y115,seoul_openapi
4504,어정,어정,용인경전철,Y113,seoul_openapi
4502,강남대,강남대,용인경전철,Y111,seoul_openapi
4511,김량장,김량장,용인경전철,Y119,seoul_openapi
4512,용인중앙시장,용인중앙시장,용인경전철,Y120,seoul_openapi
4510,명지대,명지대,용인경전철,Y118,seoul_openapi
4712,보문,보문,우이신설경전철,952,seoul_openapi
4705,화계,화계,우이신설경전철,945,seoul_openapi
4713,신설동,신설동,우이신설경전철,953,seoul_openapi
4701,북한산우이,북한산우이,우이신설경전철,941,seoul_openapi
4702,솔밭공원,솔밭공원,우이신설경전철,942,seoul_openapi
4703,4·19민주묘지,4·19민주묘지,우이신설경전철,943,seoul_openapi
4704,가오리,가오리,우이신설경전철,944,seoul_openapi
4706,삼양,삼양,우이신설경전철,946,seoul_openapi
4707,삼양사거리,삼양사거리,우이신설경전철,947,seoul_openapi
4708,솔샘,솔샘,우이신설경전철,948,seoul_openapi
4709,북한산보국문,북한산보국문,우이신설경전철,949,seoul_openapi
4710,정릉,정릉,우이신설경전철,950,seoul_openapi
4711,성신여대입구,성신여대입구,우이신설경전철,951,seoul_openapi
4604,경전철의정부,경전철의정부,의정부경전철,U113,seoul_openapi
4606,흥선,흥선,의정부경전철,U115,seoul_openapi
4603,범골,범골,의정부경전철,U112,seoul_openapi
4602,회룡,회룡,의정부경전철,U111,seoul_openapi
4601,발곡,발곡,의정부경전철,U110,seoul_openapi
4607,의정부중앙,의정부중앙,의정부경전철,U117,seoul_openapi
4608,동오,동오,의정부경전철,U118,seoul_openapi
4609,새말,새말,의정부경전철,U119,seoul_openapi
4610,경기도청북부청사,경기도청북부청사,의정부경전철,U120,seoul_openapi
4611,효자,효자,의정부경전철,U121,seoul_openapi
4612,곤제,곤제,의정부경전철,U122,seoul_openapi
4613,어룡,어룡,의정부경전철,U123,seoul_openapi
4614,송산,송산,의정부경전철,U124,seoul_openapi
4615,탑석,탑석,의정부경전철,U125,seoul_openapi
4605,의정부시청,의정부시청,의정부경전철,U114,seoul_openapi
3203,검단사거리,검단사거리,인천2호선,I203,seoul_openapi
3202,왕길,왕길,인천2호선,I202,seoul_openapi
3218,주안,주안,인천2호선,I218,seoul_openapi
3212,가정중앙시장,가정중앙시장,인천2호선,I212,seoul_openapi
3201,검단오류,검단오류,인천2호선,I201,seoul_openapi
3208,검바위,검바위,인천2호선,I208,seoul_openapi
3211,가정,가정,인천2호선,I211,seoul_openapi
3209,아시아드경기장,아시아드경기장,인천2호선,I209,seoul_openapi
3210,서해구청,서해구청,인천2호선,I210,seoul_openapi
3215,인천가좌,인천가좌,인천2호선,I215,seoul_openapi
3214,서부여성회관,서부여성회관,인천2호선,I214,seoul_openapi
3204,마전,마전,인천2호선,I204,seoul_openapi
3213,석남,석남,인천2호선,I213,seoul_openapi
3206,독정,독정,인천2호선,I206,seoul_openapi
3207,검암,검암,인천2호선,I207,seoul_openapi
3205,완정,완정,인천2호선,I205,seoul_openapi
3216,가재울,가재울,인천2호선,I216,seoul_openapi
3217,주안국가산단,주안국가산단,인천2호선,I217,seoul_openapi
3221,인천시청,인천시청,인천2호선,I221,seoul_openapi
3222,석천사거리,석천사거리,인천2호선,I222,seoul_openapi
3223,모래내시장,모래내시장,인천2호선,I223,seoul_openapi
3224,만수,만수,인천2호선,I224,seoul_openapi
3225,남동구청,남동구청,인천2호선,I225,seoul_openapi
3226,인천대공원,인천대공원,인천2호선,I226,seoul_openapi
3227,운연,운연,인천2호선,I227,seoul_openapi
3220,석바위시장,석바위시장,인천2호선,I220,seoul_openapi
3219,시민공원,시민공원,인천2호선,I219,seoul_openapi
3130,원인재,원인재,인천선,I130,seoul_openapi
3128,선학,선학,인천선,I128,seoul_openapi
3123,간석오거리,간석오거리,인천선,I123,seoul_openapi
3125,예술회관,예술회관,인천선,I125,seoul_openapi
3129,신연수,신연수,인천선,I129,seoul_openapi
3107,검단호수공원,검단호수공원,인천선,I107,seoul_openapi
3124,인천시청,인천시청,인천선,I124,seoul_openapi
3122,부평삼거리,부평삼거리,인천선,I122,seoul_openapi
3139,송도달빛축제공원,송도달빛축제공원,인천선,I139,seoul_openapi
3110,계양,계양,인천선,I110,seoul_openapi
3121,동수,동수,인천선,I121,seoul_openapi
3108,신검단중앙,신검단중앙,인천선,I108,seoul_openapi
3112,박촌,박촌,인천선,I112,seoul_openapi
3137,센트럴파크,센트럴파크,인천선,I137,seoul_openapi
3136,인천대입구,인천대입구,인천선,I136,seoul_openapi
3113,임학,임학,인천선,I113,seoul_openapi
3118,부평구청,부평구청,인천선,I118,seoul_openapi
3117,갈산,갈산,인천선,I117,seoul_openapi
3116,작전,작전,인천선,I116,seoul_openapi
3115,경인교대입구,경인교대입구,인천선,I115,seoul_openapi
3119,부평시장,부평시장,인천선,I119,seoul_openapi
3111,귤현,귤현,인천선,I111,seoul_openapi
3109,아라,아라,인천선,I109,seoul_openapi
3114,계산,계산,인천선,I114,seoul_openapi
3120,부평,부평,인천선,I120,seoul_openapi
3127,문학경기장,문학경기장,인천선,I127,seoul_openapi
3126,인천터미널,인천터미널,인천선,I126,seoul_openapi
3138,국제업무지구,국제업무지구,인천선,I138,seoul_openapi
3135,지식정보단지,지식정보단지,인천선,I135,seoul_openapi
3134,테크노파크,테크노파크,인천선,I134,seoul_openapi
3133,캠퍼스타운,캠퍼스타운,인천선,I133,seoul_openapi
3132,동막,동막,인천선,I132,seoul_openapi
3131,동춘,동춘,인천선,I131,seoul_openapi
