stop_id,stop_name,ars_id,latitude,longitude,source,coordinate_source,coordinate_status
100000360,창경궁.고궁호텔.메이플레이스호텔,01733,37.5765581609,126.9974492169,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000362,영천시장,13037,37.569515943,126.9631796651,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000363,영천시장,13036,37.5699391328,126.9625329584,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000364,동묘앞역2번출구,01245,37.573643,127.017524,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000365,동대문역.흥인지문,01037,37.5721524474,127.0124191046,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000366,동묘앞.서울혜화경찰서,01041,37.5738321574,127.0186102731,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000367,동묘앞.서울혜화경찰서,01044,37.5742464626,127.0195527812,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000368,서대문역사거리.적십자병원,01169,37.5671081521,126.9675878497,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000369,안국역.서울공예박물관,01295,37.576413,126.984888,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000370,안국역5번출구,01294,37.5763329308,126.9855365486,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000371,창덕궁,01296,37.5772280879,126.9890031166,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000376,삼성강북병원.경교장,01165,37.568145927,126.9686004828,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000379,서울역사박물관.경희궁앞,01008,37.569515,126.97076,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000380,서울역사박물관.경희궁앞,01007,37.569135,126.97038,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000384,광화문역,01009,37.5701416811,126.9763534416,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000385,광화문역,01010,37.5702396638,126.9778802991,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000386,종로1가,01011,37.5701482455,126.9810660928,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000387,종로1가,01012,37.570271,126.98163,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000388,종로2가,01013,37.57017,126.984991,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000389,종로2가,01014,37.570238,126.986536,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000390,종로3가.탑골공원,01015,37.5702567706,126.9892689914,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000391,종로3가.탑골공원,01016,37.5703605443,126.9899877751,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000392,종로4가.종묘,01017,37.5705069968,126.9947218896,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000393,종로4가.종묘,01018,37.570637,126.995396,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000394,종로5가.광장시장,01019,37.570787,126.999061,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000395,종로5가.광장시장,01020,37.570931,126.999606,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000396,종로6가.동대문종합시장,01021,37.57101,127.004464,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000397,종로6가.동대문종합시장,01022,37.5711272339,127.0057137364,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000398,동대문역.흥인지문,01023,37.572449,127.013813,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000399,동대문역JW메리어트동대문호텔,01901,37.570859,127.009186,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000413,남인사마당,01297,37.5713191723,126.9874286375,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000414,창덕궁.돈화문국악당,01209,37.577431,126.991233,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000415,영추문,01119,37.5789303855,126.9739817664,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000416,청와대,01601,37.582971,126.973762,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000417,춘추문,01602,37.583126,126.979657,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000418,경복궁.국립민속박물관,01603,37.579407,126.97959,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000419,경복궁역(효자로입구),01280,37.576715,126.974305,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000420,효자로입구(가상),01604,37.5762647419,126.9744334032,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000421,유림회관앞,01612,37.5858955968,126.9969805237,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100900002,경진빌라,01863,37.6018640911,126.9579482257,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100900003,혜화초등학교,01532,37.5872532276,126.9998516643,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100900004,명륜시장.성대후문,01864,37.5887246101,126.9952305162,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100900005,오거리.한옥마을입구,01530,37.579537,126.969561,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100900006,완성빌라,01865,37.6033399708,126.9576665157,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100900007,삼청파출소,01529,37.581813662,126.9812510491,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100900008,양현관,01866,37.5897680031,126.9937685575,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100900009,종로5가입구,01528,37.5717928476,126.9976709493,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100900010,상명대후문,01868,37.6040715802,126.9574633677,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100900011,원서고개,01526,37.583080553,126.9878088426,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100900012,샘미용실.종로구청소년상담복지센터,01869,37.5902545716,126.9934084203,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100900013,창신쌍용2단지.한성대후문,01524,37.5812647965,127.0127581151,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
