route_id,route_no,route_name,stop_sequence,stop_id,stop_name,ars_id,longitude,latitude,source,coordinate_source,coordinate_status
111000014,761,761,1,111001112,진관공영차고지,12469,126.9079338724,37.646727264,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100111,720,720,1,111001112,진관공영차고지,12469,126.9079338724,37.646727264,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100103,701,701,1,111001112,진관공영차고지,12469,126.9079338724,37.646727264,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100354,7723,7723,1,111001112,진관공영차고지,12469,126.9079338724,37.646727264,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100525,8772,8772,1,111001112,진관공영차고지,12469,126.9079338724,37.646727264,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
123000010,741,741,1,111001112,진관공영차고지,12469,126.9079338724,37.646727264,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100353,7722,7722,1,111001112,진관공영차고지,12469,126.9079338724,37.646727264,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
111000016,N75,N75,1,111001112,진관공영차고지,12469,126.9079338724,37.646727264,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100587,705,705,1,111001112,진관공영차고지,12469,126.9079338724,37.646727264,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100344,7211,7211,1,111001112,진관공영차고지,12469,126.9079338724,37.646727264,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
123000011,708,708,1,111001112,진관공영차고지,12469,126.9079338724,37.646727264,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
112000001,8777,8777,1,113000428,난지한강공원,14331,126.875258,37.568751,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100139,1124,1124,1,108000066,북부수도사업소,09154,127.0361604414,37.6342350364,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100132,1111,1111,1,108000066,북부수도사업소,09154,127.0361604414,37.6342350364,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100024,145,145,1,108000066,북부수도사업소,09154,127.0361604414,37.6342350364,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100177,1218,1218,1,108000067,북부고용노동지청,09155,127.0352743398,37.6349568396,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100027,148,148,1,108000067,북부고용노동지청,09155,127.0352743398,37.6349568396,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
116000005,8561,8561,1,120000048,신림동별빛거리입구,21149,126.929633,37.485847,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100258,5522B호암,5522B호암,1,120000233,보성운수기종점,21335,126.919021,37.464132,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100259,5523,5523,1,120000233,보성운수기종점,21335,126.919021,37.464132,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100257,5522A난곡,5522A난곡,1,120000233,보성운수기종점,21335,126.919021,37.464132,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
101000009,새벽A148,새벽A148,1,110000140,상계역5번출구.상계벽산아파트,11240,127.0734913289,37.661292174,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100201,2224,2224,1,103000183,성수동차고지,04286,127.055682,37.535793,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100209,2412,2412,1,103000183,성수동차고지,04286,127.055682,37.535793,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100210,2413,2413,1,103000183,성수동차고지,04286,127.055682,37.535793,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100189,2014,2014,1,103000183,성수동차고지,04286,127.055682,37.535793,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
111000024,서울03퇴근,서울03퇴근,1,113000414,홍대입구역,14016,126.924317,37.557325,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100129,1014,1014,1,107000163,성북생태체험관,08258,127.006498,37.620221,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100134,1114,1114,1,107000163,성북생태체험관,08258,127.006498,37.620221,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
118900008,영등포10,영등포10,1,118000216,대방역,19307,126.926049,37.513513,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
118900009,영등포11,영등포11,1,118000216,대방역,19307,126.926049,37.513513,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
114900005,영등포13,영등포13,1,118000219,대방천사거리.동작세무서,19310,126.919402,37.498862,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100282,5626,5626,1,209000202,비산체육공원,10195,126.9506448647,37.4105402714,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
112900002,서대문12,서대문12,1,112900261,동원베네스트주차장.두산위브입구,13946,126.944217,37.599114,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
123000023,한강버스(서부),한강버스(서부),1,115000952,한강버스.마곡선착장,00007,126.8441111,37.5751389,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
123000021,한강버스(동부압구정),한강버스(동부압구정),1,123000689,한강버스.잠실선착장,00001,127.084778,37.518944,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
123000024,한강버스(동부옥수),한강버스(동부옥수),1,123000689,한강버스.잠실선착장,00001,127.084778,37.518944,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100497,653,653,1,115000916,영인운수.차고지,16156,126.8179353333,37.5453351183,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100307,6630,6630,1,115000916,영인운수.차고지,16156,126.8179353333,37.5453351183,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
111900015,은평03-2,은평03-2,1,111901153,은평성모병원,12557,126.915263,37.633821,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100105,702B,702B,1,218000429,선진운수원당차고지.원신4통입구,57045,126.8505010682,37.6703681118,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100104,702A,702A,1,218000429,선진운수원당차고지.원신4통입구,57045,126.8505010682,37.6703681118,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
113000006,마포순환열차버스,마포순환열차버스,1,113000519,서울월드컵경기장(마포농수산물시장),14638,126.89647,37.566631,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
124900002,강동01,강동01,1,124000488,고덕온빛채아파트,25601,127.170216,37.563645,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
117900012,금천11-1,금천11-1,1,117900227,서울시립금천청소년센터,18756,126.915964,37.448241,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100000026,청계A01,청계A01,1,101000338,청계광장,02247,126.978207,37.569011,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
123900003,송파03,송파03,1,122000755,수서역,23548,127.100588,37.488469,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
123900002,송파02,송파02,1,227000370,하남시위례도서관,28604,127.1479321127,37.4815978786,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
109000003,서울10출근,서울10출근,1,207000616,현대힐스테이트아파트,61110,127.0410542996,37.7551938847,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
116900002,구로12,구로12,1,116900281,개봉역.림괄아파트,17504,126.8586839524,37.4938820371,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
115900008,강서05-1,강서05-1,1,115900245,다솔마을,16532,126.816664,37.555154,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100014,109,109,1,108000382,영신여객차고지(우이동종점),09255,127.011523,37.662868,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
108000002,1167,1167,1,108000382,영신여객차고지(우이동종점),09255,127.011523,37.662868,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
100100017,120,120,1,108000382,영신여객차고지(우이동종점),09255,127.011523,37.662868,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
115000011,서울02출근,서울02출근,1,232001127,(임시)풍무홈플러스,41673,126.7244045167,37.6095949125,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
106000005,서울07퇴근,서울07퇴근,1,204000341,기업성장센터,48850,127.094809865,37.411223673,서울시버스노선별정류소정보_20260804.xlsx,seoul_official_route_stop_file,provided_by_source
