coordinate_station_id,coordinate_station_name,normalized_station_name,line,latitude,longitude,api_station_id,external_code,source
230,신림,신림,2,37.484216,126.929573,0230,230,seoul_openapi
215,잠실나루,잠실나루,2,37.520688,127.103836,0215,215,seoul_openapi
206,신당,신당,2,37.565681,127.019488,0206,206,seoul_openapi
238,합정,합정,2,37.550025,126.914557,0238,238,seoul_openapi
237,당산,당산,2,37.533877,126.902011,0237,237,seoul_openapi
204,을지로4가,을지로4가,2,37.566611,126.998122,0204,204,seoul_openapi
216,잠실,잠실,2,37.513305,127.100129,0216,216,seoul_openapi
217,잠실새내,잠실새내,2,37.520731,127.103738,0217,217,seoul_openapi
222,강남,강남,2,37.497958,127.027539,0222,222,seoul_openapi
200,까치산,까치산,2,37.53181,126.846706,0200,234-4,seoul_openapi
236,영등포구청,영등포구청,2,37.525766,126.896627,0236,236,seoul_openapi
235,문래,문래,2,37.517993,126.894766,0235,235,seoul_openapi
234,신도림,신도림,2,37.508815,126.891222,0234,234,seoul_openapi
233,대림,대림,2,37.492426,126.895293,0233,233,seoul_openapi
227,낙성대,낙성대,2,37.47693,126.963783,0227,227,seoul_openapi
232,구로디지털단지,구로디지털단지,2,37.485005,126.902626,0232,232,seoul_openapi
226,사당,사당,2,37.476536,126.981631,0226,226,seoul_openapi
229,봉천,봉천,2,37.482416,126.941896,0229,229,seoul_openapi
228,서울대입구,서울대입구,2,37.481233,126.952745,0228,228,seoul_openapi
212,건대입구,건대입구,2,37.540408,127.069231,0212,212,seoul_openapi
225,방배,방배,2,37.481469,126.997627,0225,225,seoul_openapi
218,종합운동장,종합운동장,2,37.511008,127.073641,0218,218,seoul_openapi
219,삼성,삼성,2,37.508827,127.063203,0219,219,seoul_openapi
220,선릉,선릉,2,37.504257,127.048174,0220,220,seoul_openapi
203,을지로3가,을지로3가,2,37.566292,126.991773,0203,203,seoul_openapi
231,신대방,신대방,2,37.487534,126.913279,0231,231,seoul_openapi
213,구의,구의,2,37.536857,127.085024,0213,213,seoul_openapi
