station_id,station_name,normalized_station_name,line,latitude,longitude,source
2718,공릉,공릉,7,37.625642,127.072969,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2719,태릉입구,태릉입구,7,37.617319,127.074741,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2720,먹골,먹골,7,37.610638,127.077719,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2721,중화,중화,7,37.602604,127.079254,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2722,상봉,상봉,7,37.595673,127.085708,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2723,면목,면목,7,37.588671,127.087503,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2724,사가정,사가정,7,37.580912,127.088502,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2725,용마산,용마산,7,37.573752,127.086802,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2726,중곡,중곡,7,37.565877,127.084291,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2727,군자,군자,7,37.557151,127.079484,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2728,어린이대공원,어린이대공원,7,37.547962,127.07465,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2729,건대입구,건대입구,7,37.540882,127.071103,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2730,뚝섬유원지,뚝섬유원지,7,37.531558,127.066714,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2731,청담,청담,7,37.519097,127.051851,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2732,강남구청,강남구청,7,37.517185,127.04122,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
