station_id,station_name,normalized_station_name,line,latitude,longitude,source
2733,학동,학동,7,37.514262,127.031738,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2734,논현,논현,7,37.511108,127.021385,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2735,반포,반포,7,37.508171,127.011717,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2736,고속터미널,고속터미널,7,37.503387,127.005055,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2737,내방,내방,7,37.48764,126.993541,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2738,총신대입구,총신대입구,7,37.485258,126.981766,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2739,남성,남성,7,37.484688,126.971108,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2740,숭실대입구,숭실대입구,7,37.496258,126.953649,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2741,상도,상도,7,37.50279,126.947949,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2742,장승배기,장승배기,7,37.504845,126.939025,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2743,신대방삼거리,신대방삼거리,7,37.499717,126.928218,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2744,보라매,보라매,7,37.499916,126.920112,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2745,신풍,신풍,7,37.500107,126.909806,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2746,대림,대림,7,37.492984,126.896997,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2747,남구로,남구로,7,37.486181,126.887372,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2748,가산디지털단지,가산디지털단지,7,37.480376,126.882704,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2749,철산,철산,7,37.47616,126.868217,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2750,광명사거리,광명사거리,7,37.47927,126.854854,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2751,천왕,천왕,7,37.486699,126.838684,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2752,온수,온수,7,37.492059,126.823294,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2811,암사,암사,8,37.550127,127.127521,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2812,천호,천호,8,37.53792,127.123179,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2813,강동구청,강동구청,8,37.530348,127.120461,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2814,몽촌토성,몽촌토성,8,37.517692,127.11274,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2815,잠실,잠실,8,37.514649,127.104267,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2816,석촌,석촌,8,37.505396,127.106995,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2817,송파,송파,8,37.49978,127.11212,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2818,가락시장,가락시장,8,37.493004,127.118279,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2819,문정,문정,8,37.485931,127.122473,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2820,장지,장지,8,37.478609,127.126229,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2821,복정,복정,8,37.471016,127.126746,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2828,남위례,남위례,8,37.462839,127.139047,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2822,산성,산성,8,37.456886,127.149927,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2823,남한산성입구,남한산성입구,8,37.451568,127.159845,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2824,단대오거리,단대오거리,8,37.445057,127.156735,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2825,신흥,신흥,8,37.440952,127.14759,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2826,수진,수진,8,37.437575,127.140936,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
2827,모란,모란,8,37.433888,127.129921,서울교통공사_1_8호선 역사 좌표(위경도) 정보_20250814.csv
