mode,raw_precision,raw_recall,raw_f1,final_precision,final_recall,final_f1,support
walk,0.976802806225873,0.9517389437526835,0.9641080065416333,0.9778953199549686,0.939871189351653,0.9585062967439091,58225
bike,0.45602836879432623,0.5060003934684242,0.47971649724890425,0.6009270965023178,0.28054298642533937,0.3825107296137339,5083
car,0.12231947483588622,0.40982404692082114,0.18840579710144928,0.1397091229616571,0.23240469208211142,0.17451142306633635,2728
bus,0.48639532268945357,0.3060271646859083,0.3756838905775076,0.352773826458037,0.07017543859649122,0.11706396034930375,7068
rail,1.0,0.016201309893140295,0.03188602442333786,0.20457064892982008,0.8269562219924164,0.3280010937927263,2901
